ID,Ticker,Date,Headline,Summary
19233577,PLD,2021-01-20T13:31:40Z,Prologis Announces Nippon Prologis REIT's Issuance Of New Investment Units,
19314511,PLD,2021-01-26T09:05:36Z,"Earnings Scheduled For January 26, 2021"," 

Companies Reporting Before The Bell

• Simmons First National (NASDAQ:SFNC) is projected to report quarterly earnings at $0.39 per share on revenue of $198.51 million."
19318074,PLD,2021-01-26T13:02:50Z,"Prologis Q4 EPS $0.38 Beats $0.36 Estimate, Core FFO $0.95, Up From $0.84 YoY",
19326972,PLD,2021-01-26T17:14:21Z,Prologis Beats Q4 Consensus; Guidance Ahead Of Forecasts,"Logistics real estate investment trust Prologis Inc. (NYSE: PLD) reported core funds from operations of 95 cents per share, 3 cents ahead of consensus, for the fourth quarter on Tuesday."
19341170,PLD,2021-01-27T12:30:06Z,Evercore ISI Group Upgrades Prologis to Outperform,
19345794,PLD,2021-01-27T15:04:19Z,"Benzinga's Top Ratings Upgrades, Downgrades For January 27, 2021", 
19408636,PLD,2021-01-31T10:24:27Z,"Barron's Latest Picks And Pans: Roundtable Picks, Quantumscape, Commodities And More","
	This weekend&#39;s Barron&#39;s cover story explains why the online renegades that took the investing world by storm are just getting started.
"
19489156,PLD,2021-02-04T15:46:19Z,Logistics Property Rents Step Higher Amid Pandemic — Prologis Report,"Global rents on industrial real estate properties increased 2.9% during 2020, according to logistics real estate giant Prologis Inc. (NYSE: PLD) Even with several sectors of the economy meaningfully impacted by the pandemic, tenants were willing to pay up for logistics space."
19712911,PLD,2021-02-17T20:52:08Z,Locus Robotics Bags $150 Million In Series E Funding,"Locus Robotics, which makes autonomous robots for use in fulfillment centers and warehouses, said Wednesday it has landed $150 million in Series E funding led by investment firm Tiger Global Management and IT investment firm Bond."
20121962,PLD,2021-03-11T15:00:22Z,Pandemic Has 'Forever Altered' Need For Logistics Space — Prologis,The research arm of San Francisco-based real estate investment trust Prologis Inc.
20324415,PLD,2021-03-24T17:36:38Z,E-commerce Drives Further Industrial Real Estate Sales,The e-commerce market continues to drive the industrial warehouse market in the U.S. as warehouse operators snap up capacity whenever possible.
20491633,PLD,2021-04-05T22:48:15Z,4 Stocks That Could Be Due For A Breakout,"On CNBC&#39;s &#34;Fast Money,&#34; Carter Worth of Cornerstone Macro spoke about stocks that are ready to surge on the upside."
20657570,PLD,2021-04-16T11:20:52Z,"Raymond James Initiates Coverage On Prologis with Strong Buy Rating, Announces Price Target of $125",
20660583,PLD,2021-04-16T14:08:04Z,"Benzinga's Top Ratings Upgrades, Downgrades For April 16, 2021", 
20661132,PLD,2021-04-16T14:22:43Z,"BTIG Maintains Buy on Prologis, Raises Price Target to $121",
20664113,PLD,2021-04-16T17:12:46Z,Stocks That Hit 52-Week Highs On Friday," 

 

Friday&#39;s morning session saw 420 companies set new 52-week highs."
20669133,PLD,2021-04-16T22:00:26Z,"The 'Boiler Room' Stock Pitch Recap: Alibaba, Xilinx, Expedia, Square, Zillow And More","Every Friday, at 3 p.m. ET, Ritholtz Wealth Management CEO Josh Brown and Benzinga CEO Jason Raznick host &#34;The Boiler Room,&#34; a Clubhouse audio chat where listeners can pitch their favorite stock.

Here are this week&#39;s pitches."
20676235,PLD,2021-04-19T08:08:36Z,"Earnings Scheduled For April 19, 2021"," 

Companies Reporting Before The Bell

• Coca-Cola (NYSE:KO) is likely to report quarterly earnings at $0.50 per share on revenue of $8.61 billion."
20679731,PLD,2021-04-19T12:15:09Z,"Prologis Q1 Core FFO $0.97 Up From $0.83 YoY, Sales $1.02B Beat $1.01B Estimate",
20682791,PLD,2021-04-19T15:47:54Z,Surging Demand For Logistics Properties Highlighted In Prologis' Q1 Report,"Prologis Inc. (NYSE: PLD) reported core funds from operations of 97 cents per share Monday, 3 cents ahead of the consensus estimate and 14 cents better than the year-ago quarter."
20705627,PLD,2021-04-20T14:06:50Z,Stocks That Hit 52-Week Highs On Tuesday," 

 

This morning 147 companies reached new 52-week highs."
20789522,PLD,2021-04-26T12:27:22Z,"Morgan Stanley Maintains Overweight on Prologis, Raises Price Target to $120",
20792955,PLD,2021-04-26T14:18:55Z,Stocks That Hit 52-Week Highs On Monday," 

 

During Monday&#39;s morning trading, 363 companies set new 52-week highs."
20812981,PLD,2021-04-27T13:18:16Z,"Wells Fargo Maintains Overweight on Prologis, Raises Price Target to $125",
21035954,PLD,2021-05-10T15:26:09Z,Stocks That Hit 52-Week Highs On Monday," 

This morning 792 companies reached new 52-week highs."
21064784,PLD,2021-05-11T16:57:56Z,Prologis And ASCM Launch Global Logistics Certification Program,Prologis (NYSE: PLD) announced Tuesday that it has partnered with the Association for Supply Chain Management (ASCM) to create a certification program for logistics workers. The San Francisco-based logistics real estate investment trust plans to launch the program during the third quarter.
21236131,PLD,2021-05-21T14:04:49Z,Stocks That Hit 52-Week Highs On Friday," 

 

Friday&#39;s morning session saw 160 companies set new 52-week highs."
21258916,PLD,2021-05-24T14:04:00Z,Stocks That Hit 52-Week Highs On Monday," 

 

This morning 128 companies set new 52-week highs."
21368347,PLD,2021-06-01T13:34:56Z,"RBC Capital Maintains Outperform on Prologis, Raises Price Target to $130",
21390712,PLD,2021-06-02T14:13:40Z,Stocks That Hit 52-Week Highs On Wednesday," 

 

On Wednesday morning, 261 companies achieved new highs for the year."
21428372,PLD,2021-06-04T13:10:49Z,"Deutsche Bank Maintains Buy on Prologis, Raises Price Target to $126",
21430180,PLD,2021-06-04T14:13:08Z,Stocks That Hit 52-Week Highs On Friday," 

 

Before 10 a.m. ET on Friday, 216 companies hit new 52-week highs."
21447576,PLD,2021-06-07T11:20:03Z,"Wells Fargo Maintains Overweight on Prologis, Raises Price Target to $135",
21452485,PLD,2021-06-07T14:14:31Z,Stocks That Hit 52-Week Highs On Monday," 

 

Before 10 a.m. ET Monday, 296 stocks made new 52-week highs."
21455304,PLD,2021-06-07T16:05:48Z,Expert Ratings for Prologis,"Analysts have provided the following ratings for Prologis (NYSE:PLD) within the last quarter: 




Last 30 Days
1 Month Ago
2 Months Ago
"
21474462,PLD,2021-06-08T14:10:01Z,Stocks That Hit 52-Week Highs On Tuesday," 

 

Tuesday morning saw 244 companies set new 52-week highs."
21512692,PLD,2021-06-10T14:18:21Z,Stocks That Hit 52-Week Highs On Thursday," 

Before 10 a.m. ET on Thursday, 258 companies set new 52-week highs."
21534764,PLD,2021-06-11T20:44:39Z,Prologis Sees Further Tightening In Logistics Real Estate Supply,A June research report from Prologis (NYSE: PLD) points to several supply headwinds in industrial real estate markets that will make new facility completions fall short of demand over the next decade.
21563522,PLD,2021-06-15T10:46:24Z,"Wolfe Research Initiates Coverage On Prologis with Peer Perform Rating, Announces Price Target of $133",
21569615,PLD,2021-06-15T14:24:55Z,"Benzinga's Top Ratings Upgrades, Downgrades For June 15, 2021", 
21573635,PLD,2021-06-15T17:06:22Z,Where Prologis Stands With Analysts,"Analysts have provided the following ratings for Prologis (NYSE:PLD) within the last quarter: 




Last 30 Days
1 Month Ago
2 Months Ago
"
21934589,PLD,2021-07-12T12:02:46Z,"Raymond James Maintains Strong Buy on Prologis, Raises Price Target to $138",
21938226,PLD,2021-07-12T14:14:21Z,Stocks That Hit 52-Week Highs On Monday," 

This morning 161 companies reached new 52-week highs."
21938866,PLD,2021-07-12T15:08:58Z,Expert Ratings For Prologis," Prologis (NYSE:PLD) has observed the following analyst ratings within the last quarter: 




Last 30 Days
1 Month Ago
2 Months Ago
"
21988850,PLD,2021-07-14T21:24:26Z,Ares Management's Black Creek Industrial REIT IV Adds 8.3 Million Square Feet of Industrial Assets,
21995941,PLD,2021-07-15T12:18:47Z,"Morgan Stanley Maintains Overweight on Prologis, Raises Price Target to $131",
22018658,PLD,2021-07-16T14:17:34Z,Stocks That Hit 52-Week Highs On Friday," 

 

During Friday&#39;s morning trading, 90 companies set new 52-week highs."
22034319,PLD,2021-07-19T08:51:22Z,"Earnings Scheduled For July 19, 2021"," 

Companies Reporting Before The Bell

• Bank of Marin (NASDAQ:BMRC) is expected to report quarterly earnings at $0.61 per share on revenue of $24.73 million."
22037673,PLD,2021-07-19T12:11:36Z,Prologis Q2 Core FFO $1.01 Down From $1.11 YoY,
22037685,PLD,2021-07-19T12:12:33Z,Prologis Raises FY21 Fore FFO Guidance From $3.98-$4.04 To $4.02-$4.06,
22039897,PLD,2021-07-19T14:42:12Z,"Prologis Sees Logistics Real Estate Markets Tighten Further In Q2, Raises Guidance",Prologis Inc. (NYSE: PLD) reported Monday that logistics real estate markets tightened further during the second quarter.
22049653,PLD,2021-07-19T20:32:24Z,Prologis Sees Record Rent Growth For Logistics Space,Management from logistics real estate investment trust Prologis Inc. (NYSE: PLD) on Monday raised the company&#39;s 2021 rent growth forecast by 40 basis points to 10.3% in the U.S and by 300 bps to 8% globally.
22059359,PLD,2021-07-20T12:36:39Z,"Baird Maintains Neutral on Prologis, Raises Price Target to $124",
22064861,PLD,2021-07-20T15:41:15Z,Expert Ratings For Prologis," Prologis (NYSE:PLD) has observed the following analyst ratings within the last quarter: 




Last 30 Days
1 Month Ago
2 Months Ago
"
22079254,PLD,2021-07-21T11:41:37Z,"Raymond James Maintains Strong Buy on Prologis, Raises Price Target to $143",
22086741,PLD,2021-07-21T16:01:23Z,UPDATE: Raymond James On Prologis Price Target Raise: Firm Sees Q2 Beat & Raise Showing 'Best-In-Lifetime Sector Fundamentals' With NAV & Free Cash Flow Driven By 'Unquenchable Demand For Distribution Space'; Notes Favorable Backdrop Driving SSNOI Growth,
22089886,PLD,2021-07-21T18:45:30Z,Analyst Ratings For Prologis," Within the last quarter, Prologis (NYSE:PLD) has observed the following analyst ratings: 




Last 30 Days
1 Month Ago
2 Months Ago
"
22152684,PLD,2021-07-26T16:10:49Z,"BMO Capital Maintains Outperform on Prologis, Raises Price Target to $140",
22219231,PLD,2021-07-29T11:37:29Z,"Wells Fargo Maintains Overweight on Prologis, Raises Price Target to $140",
22233093,PLD,2021-07-29T19:42:39Z,Analyst Ratings for Prologis," Prologis (NYSE:PLD) has observed the following analyst ratings within the last quarter: 




Last 30 Days
1 Month Ago
2 Months Ago
"
22248493,PLD,2021-07-30T14:03:27Z,Stocks That Hit 52-Week Highs On Friday," 

 

On Friday morning, 154 companies achieved new highs for the year."
22275281,PLD,2021-08-02T14:08:49Z,Stocks That Hit 52-Week Highs On Monday," 

 

Before 10 a.m. ET on Monday, 201 companies set new 52-week highs."
22297935,PLD,2021-08-03T13:01:14Z,"RBC Capital Maintains Outperform on Prologis, Raises Price Target to $144",
22303738,PLD,2021-08-03T16:26:29Z,Expert Ratings for Prologis," Analysts have provided the following ratings for Prologis (NYSE:PLD) within the last quarter: 




Last 30 Days
1 Month Ago
2 Months Ago
"
22325524,PLD,2021-08-04T14:05:10Z,Stocks That Hit 52-Week Highs On Wednesday," 

 

Before 10 a.m. ET Wednesday, 138 stocks hit new 52-week highs."
22388027,PLD,2021-08-07T17:27:38Z,"Barron's Latest Picks And Pans: LyondellBasell, Prologis, Royal Dutch Shell And More","
	This weekend&#39;s Barron&#39;s offers investors advice on how to play the return to work trend.
	
	Other featured articles discuss overlooked infrastructure picks and how the reopening trade is affecting bank, HVAC and various tech stocks.
	
"
22487803,PLD,2021-08-13T14:14:10Z,Stocks That Hit 52-Week Highs On Friday," 

 

During Friday&#39;s morning session, 137 companies made new 52-week highs."
22512203,PLD,2021-08-16T14:12:40Z,Stocks That Hit 52-Week Highs On Monday," 

 

Before 10 a.m. ET on Monday, 71 companies hit new 52-week highs."
22553643,PLD,2021-08-18T11:43:46Z,"Deutsche Bank Maintains Buy on Prologis, Raises Price Target to $150",
22558734,PLD,2021-08-18T14:50:27Z,Stocks That Hit 52-Week Highs On Wednesday," 

 

Before 10 a.m. ET on Wednesday, 77 companies hit new 52-week highs."
22560607,PLD,2021-08-18T17:54:02Z,What 14 Analyst Ratings Have To Say About Prologis," Analysts have provided the following ratings for Prologis (NYSE:PLD) within the last quarter: 




Last 30 Days
1 Month Ago
2 Months Ago
"
22565477,PLD,2021-08-18T20:32:35Z,"In Logistics Warehousing, The Windy City Has The Wind At Its Back","In a scalding U.S. logistics real estate market, Chicago is not taking back seat heat to anyone."
22759371,PLD,2021-09-01T13:30:11Z,"Barclays Initiates Coverage On Prologis with Overweight Rating, Announces Price Target of $159",
22760440,PLD,2021-09-01T14:06:41Z,Price Over Earnings Overview: Prologis, 
22760318,PLD,2021-09-01T14:12:59Z,"Benzinga's Top Ratings Upgrades, Downgrades For September 1, 2021", 
22763703,PLD,2021-09-01T16:47:19Z,What 12 Analyst Ratings Have To Say About Prologis, Analysts have provided the following ratings for Prologis (NYSE:PLD) within the last quarter: 
22970659,PLD,2021-09-16T13:23:24Z,"Goldman Sachs Maintains Buy on Prologis, Raises Price Target to $166",
22974645,PLD,2021-09-16T17:20:22Z,Analyst Ratings For Prologis,"Within the last quarter, Prologis (NYSE:PLD) has observed the following analyst ratings:"
23012378,PLD,2021-09-20T14:10:52Z,"Evercore ISI Group Downgrades Prologis to In-Line, Announces $135 Price Target",
23015788,PLD,2021-09-20T16:14:24Z,Where Prologis Stands With Analysts, Prologis (NYSE:PLD) has observed the following analyst ratings within the last quarter: 
23054192,PLD,2021-09-22T15:21:33Z,Berkshire Grey Tackles E-Commerce Inefficiency With Robotic Put Wall,Warehouse automation provider Berkshire Grey has unveiled an artificial-intelligence-enabled &#34;robotic shuttle put wall&#34; (RSPW) for e-commerce operations. The company also announced that its pick-and-pack solutions are now available globally.
23071236,PLD,2021-09-23T13:13:32Z,Prologis Says Expands Logistics Training Program In 6 Major U.S. Cities,
23075338,PLD,2021-09-23T15:51:00Z,Prologis Expands Training Program For Logistics Workers,Logistics real estate investment trust Prologis Inc. announced Thursday it was expanding its training program aimed at tackling the growing need for logistics workers.
23297198,PLD,2021-10-08T13:07:44Z,"BTIG Maintains Buy on Prologis, Raises Price Target to $146",
