ID,Ticker,Date,Headline,Summary
2504606,LOW,2012-04-17T18:49:53Z,"Komunumo: Multi-Generational Households, Economy, and Stocks to Watch","In light of tough economic times, stagnant wages, and rising costs of living, multi-generational households are becoming more popular as multiple generations choose to live under the same roof in order to conserve resources.
"
19190832,LOW,2021-01-16T13:34:06Z,Hillman Group In Talks With Tilman Fertitta SPAC: Bloomberg,Tilman Fertitta may be targeting a fastener and home improvement company with the third Landcadia Holdings SPAC.
19268321,LOW,2021-01-22T03:33:54Z,Holiday Sales Show Omnichannel Presence As Important As Ever,"While there was much uncertainty headed into the 2020 holiday shopping season, our thesis that retailers with an omnichannel presence (brick-and-mortar, mobile and online) would outperform, proved correct. Many like to cite the success of eCommerce shopping, but 2020 holiday data shows that consumers engaged with both physical store fronts and digital shopping in a significant way."
19305746,LOW,2021-01-25T20:01:14Z,"Leading Fastener, Hardware Company Hillman Group Lands $2.6B SPAC Deal: What Investors Should Know",Hardware distributor Hillman Group is going public after 56 years as a private company.
19367909,LOW,2021-01-28T14:01:22Z,"Lowe's Announces Additional $80M Bonus To Associates, Plans To Hire 50K Front-Line Workers For Spring",
19413817,LOW,2021-02-01T09:42:34Z,KeyBanc Downgrades Lowe's Companies to Sector Weight,
19421343,LOW,2021-02-01T15:03:40Z,"Benzinga's Top Ratings Upgrades, Downgrades For February 1, 2021", 
19575854,LOW,2021-02-10T08:47:11Z,"Lowe's Increases Engagement, Loyalty With Bumped Fractional Share Rewards","Bumped, a fintech startup that has been piloting its software app over the past two years, released data on Tuesday that shows how customers became more engaged and more loyal to stores that offered fractional shares in their companies as rewards when they shop."
19691377,LOW,2021-02-16T22:17:16Z,"13F From Bill Ackman's Pershing Square Shows Modest Changes In Stakes: Raised Stake In Restaurant Brands, Cut Stakes In Agilent, Hilton, Lowe's, Starbucks",
19709791,LOW,2021-02-17T19:44:10Z,"Q4 13F Roundup: How Buffett, Einhorn, Ackman And Others Adjusted Their Portfolios","The latest round of 13F filings from institutional investors is out, revealing to the world the stocks that some of the richest and most successful investors have been buying and selling."
19731247,LOW,2021-02-18T16:34:57Z,"Wells Fargo Maintains Overweight on Lowe's Companies, Raises Price Target to $200",
19774481,LOW,2021-02-22T15:34:21Z,This Week's Earnings Repertoire,"This week&#39;s earnings releases will feature some big names, including Dow component Home Depot Inc. (NYSE: HD) on Tuesday while rival Lowe&#39;s Cos. Inc. (NYSE: LOW) follows on Wednesday."
19779626,LOW,2021-02-22T18:09:09Z,"What You Need To Know In Options This Week: Nvidia, Beyond Meat, Salesforce, Square, Workday And More","The Broader Markets

The past week saw the indices pull back slightly from their highs with a slight uptick in the VIX."
19781237,LOW,2021-02-23T12:35:10Z,"How Much Investing $1,000 In Home Depot Stock 5 Years Ago Would Be Worth Today","Investors who have owned stocks since 2016 generally have experienced some big gains. In fact, the SPDR S&amp;P 500 (NYSE: SPY) total return in the past five years is 123.8%. But there is no question some big-name stocks performed better than others along the way."
19815335,LOW,2021-02-24T08:35:09Z,"Earnings Scheduled For February 24, 2021"," 

Companies Reporting Before The Bell

• Pinnacle West Capital (NYSE:PNW) is expected to report quarterly earnings at $0.04 per share on revenue of $715.74 million."
19815684,LOW,2021-02-24T09:34:42Z,"7 Stocks To Watch For February 24, 2021",Some of the stocks that may grab investor focus today are:
19816539,LOW,2021-02-24T11:01:06Z,"Lowe's Companies Q4 Adj. EPS $1.33 Beats $1.19 Estimate, Sales $20.30B Beat $19.24B Estimate",
19816658,LOW,2021-02-24T11:02:55Z,Lowe's Says Planning For $9B In Share Repurchases And $2B In Capital Expenditures In 2021,
19816727,LOW,2021-02-24T11:06:17Z,"A Peek Into The Markets: US Stock Futures Edge Higher; Fed's Powell, Earnings In Focus",Pre-open movers
19817942,LOW,2021-02-24T12:05:26Z,Recap: Lowe's Companies Q4 Earnings," 

Shares of Lowe&#39;s Companies (NYSE:LOW) were flat in pre-market trading after the company reported Q4 results.

Quarterly Results

Earnings per share rose 41.49% over the past year to $1.33, which beat the estimate of $1.19."
19823893,LOW,2021-02-24T15:06:32Z,Lowe's Says Stimulus Checks Helped Q4 Comps By Est. 50 To 100 Basis Points,
19824165,LOW,2021-02-24T15:14:34Z,Mid-Morning Market Update: Markets Open Lower; Lowe's Beats Q4 Estimates,"Following the market opening Wednesday, the Dow traded down 0.28% to 31,450.55 while the NASDAQ fell 1.2% to 13,303.70. The S&amp;P also fell, dropping 0.48% to 3,862.91."
19829743,LOW,2021-02-24T16:18:48Z,Home Depot's Robust Sales Trend Depends On The Pandemic,The king of do-it-yourself retail reported its latest quarterly figures on Tuesday and investors reacted on earnings beat by trading down the stock. Home Depot (NYSE: HD) benefited as the pandemic and a strong real estate market bolstered home improvement sales.
19832810,LOW,2021-02-24T17:12:14Z,Mid-Day Market Update: US Stocks Turn Higher; Systemax Shares Fall Following Q4 Earnings,"Midway through trading Wednesday, the Dow traded up 0.90% to 31,820.21 while the NASDAQ rose 0.54% to 13,537.51. The S&amp;P also rose, gainng 0.70% to 3,908.73."
19833996,LOW,2021-02-24T18:00:59Z,"CNBC Halftime Report Final Trades Lowe's, IBM, Raytheon Technologies, Zebra Technologies",
19836047,LOW,2021-02-24T19:32:45Z,Mid-Afternoon Market Update: Dow Rises Over 400 Points; Owens & Minor Shares Surge On Upbeat Q4 Results,"Toward the end of trading Wednesday, the Dow traded up 1.39% to 31,976.26 while the NASDAQ rose 0.83% to 13,576.46. The S&amp;P also rose, gaining 1.15% to 3,925.88."
19850352,LOW,2021-02-25T12:48:49Z,"Gordon Haskett Upgrades Lowe's Companies to Buy, Announces $202 Price Target",
19855098,LOW,2021-02-25T15:03:18Z,"Benzinga's Top Ratings Upgrades, Downgrades For February 25, 2021", 
19920633,LOW,2021-03-01T18:33:14Z,Why It's A Great Time To Be A Value Investor,"Value investors are quick to point out that value stocks have historically outperformed others in the long term, but more recently, value has been underperforming the markets."
20045328,LOW,2021-03-07T12:19:30Z,"Barron's Latest Picks And Pans: Lowe's, Microsoft, Vertex Pharmaceuticals, ViacomCBS And More","
	This weekend&#39;s Barron&#39;s provides some insight into Cathie Wood, one of Barron&#39;s 100 most influential women in the United States this year.
"
