ID,Ticker,Date,Headline,Summary
18994279,PDD,2021-01-04T08:29:37Z,Pinduoduo Faces Scrutiny As Employee Dies Working Past Midnight,"Pinduduo Inc (NASDAQ: PDD) is under scrutiny after an employee died after working past midnight last week, Bloomberg reported Monday."
19015660,PDD,2021-01-05T14:40:55Z,Will Alibaba Or Pinduoduo Stock Grow More By 2022?,"Every week, Benzinga conducts a sentiment survey to find out what traders are most excited about, interested in or thinking about as they manage and build their personal portfolios."
19045562,PDD,2021-01-06T19:29:12Z,"Other US-Listed, China-Based Stocks Fall To Session Lows Following Report US Considering Ban Of Alibaba, Tencent From US Trading: NIO Shares Down 3%, Baidu Down 2.6%, Pinduoduo Down 4%, XPeng Down 0.6%",
19046553,PDD,2021-01-06T20:30:02Z,"Chinese Stocks Fall On Report US Is 'Considering' Alibaba, Tencent Ban",The stocks of several Chinese companies are trading lower after a report emerged that U.S.
19061207,PDD,2021-01-07T16:46:46Z,The 3 E-Commerce Stocks That Are Often Overlooked,The pandemic has caused the e-commerce stocks last year to skyrocket to unprecedented heights.
19098989,PDD,2021-01-11T13:37:03Z,'New employee death at Chinese tech giant Pinduoduo prompts calls for boycott' -Washington Post Report,
19099412,PDD,2021-01-11T14:10:49Z,"Here's Why Nio, Twitter, Baidu And Pinduoduo Stock Is Moving","One of the most common questions traders have about stocks is “Why Is It Moving?”

That’s why Benzinga created the Why Is It Moving, or WIIM, feature in Benzinga Pro. WIIMs are a one-sentence description as to why that stock is moving. "
19156718,PDD,2021-01-14T07:50:56Z,Trump Administration Issues New Order Clarifying Investment Ban Against Chinese Companies,The outgoing President Donald Trump&#39;s administration continues to put pressure on China as it nears the end of its term.
19164792,PDD,2021-01-14T15:37:35Z,Unusual Options Activity Insight: Pinduoduo,"On Thursday, shares of Pinduoduo (NASDAQ:PDD) saw unusual options activity. After the option alert, the stock price moved up to $171.88."
19176838,PDD,2021-01-15T08:36:23Z,"Trump Administration Adds Xiaomi, Cnoonc To List Of Blacklisted Chinese Firms In Last Days of Office","The outgoing President Donald Trump’s administration continues to add pressure on China even as its term nears an end. In the latest move, U.S."
19181102,PDD,2021-01-15T14:14:52Z,12 Consumer Discretionary Stocks Moving In Friday's Pre-Market Session, 
19235207,PDD,2021-01-20T14:43:54Z,Unusual Options Activity Insight: Pinduoduo,Pinduoduo (NASDAQ:PDD) shares experienced unusual options activity on Wednesday. The stock price moved down to $168.79 following the option alert.
19295067,PDD,2021-01-25T13:32:04Z,"Here's Why Nio, Alibaba, Palantir And GameStop Are Moving","One of the most common questions traders have about stocks is “Why Is It Moving?”.

That’s why Benzinga created the Why Is It Moving, or WIIM, feature in Benzinga Pro. WIIMs are a one-sentence description as to why that stock is moving.

Here’s why shares of Nio, Alibaba, Palantir and GameStop are moving."
19295876,PDD,2021-01-25T13:59:21Z,"Bernstein Initiates Coverage On Pinduoduo with Outperform Rating, Announces Price Target of $210",
19298730,PDD,2021-01-25T14:56:59Z,Why Is It Moving? Looking Into Why Pinduoduo's Stock is Trading Higher Today,"Pinduoduo&#39;s Stock Price And Volume Action

Pinduoduo&#39;s (NASDAQ:PDD) stock has been rising Monday, up 12.19% to a price of $186.22. Monday the stock has been traded at a volume of 1.51 million, about 16.68% of its recent 30-day volume average of 9.07 million."
19298933,PDD,2021-01-25T15:03:23Z,"Benzinga's Top Ratings Upgrades, Downgrades For January 25, 2021", 
19299611,PDD,2021-01-25T15:16:23Z,Stocks That Hit 52-Week Highs On Monday," 

 

During the morning session on Monday, 372 stocks hit new 52-week highs."
19298826,PDD,2021-01-25T17:13:44Z,Tesla And 9 Other Stocks That Burned Short Sellers The Most In 2020,"The coronavirus outbreak severely disrupted the stock market and the economy in 2020. While most stocks took a pounding during the COVID-19 sell-off early in the year, many soared to new all-time highs during the market recovery later in 2020. "
19304303,PDD,2021-01-25T17:46:25Z,"Joe Terranova On CNBC's Halftime Report Says Buys Pinduoduo, MSCI China ETF",
