Ticker,Company_name,CUSIP,source,Market_Cap
DE,DEERE + CO,244199105,"dow_row_179.csv, sp500_row_504.csv",155986968576.0
DECK,DECKERS OUTDOOR CORP,243537107,sp500_row_504.csv,14688163840.0
DELL,DELL TECHNOLOGIES  C,24703L202,sp500_row_504.csv,101615747072.0
DFIN,DONNELLEY FINANCIAL SOLUTION,25787G100,sp600_row_341.csv,1314381696.0
DG,DOLLAR GENERAL CORP,256677105,sp500_row_504.csv,29020469248.0
DGII,DIGI INTERNATIONAL INC,253798102,sp600_row_341.csv,1847460096.0
DGX,QUEST DIAGNOSTICS INC,74834L100,sp500_row_504.csv,22215098368.0
DHI,DR HORTON INC,23331A109,sp500_row_504.csv,40896577536.0
DHR,DANAHER CORP,235851102,sp500_row_504.csv,132461346816.0
DINO,HF Sinclair Corporation,403949100,sp400_row_400.csv,10251435008.0
DIS,WALT DISNEY CO/THE,254687106,"dow_row_179.csv, dow_row_31.csv, sp500_row_504.csv",176079601664.0
DKS,Dick's Sporting Goods Inc.,253393102,sp400_row_400.csv,17288425472.0
DLB,Dolby Laboratories Inc. Class A,25659T107,sp400_row_400.csv,5780158976.0
DLR,DIGITAL REALTY TRUST INC,253868103,sp500_row_504.csv,62828376064.0
DLTR,DOLLAR TREE INC,256746108,sp500_row_504.csv,21918384128.0
DOC,HEALTHPEAK PROPERTIES INC,42250P103,sp500_row_504.csv,11801845760.0
DOCN,DIGITALOCEAN HOLDINGS INC,25402D102,sp600_row_341.csv,6313691648.0
DOCS,Doximity Inc. Class A,26622P107,sp400_row_400.csv,4588170752.0
DOCU,DocuSign Inc.,256163106,sp400_row_400.csv,9422831616.0
DORM,DORMAN PRODUCTS INC,258278100,sp600_row_341.csv,3142145280.0
DOV,DOVER CORP,260003108,sp500_row_504.csv,27969654784.0
DOW,DOW INC,260557103,sp500_row_504.csv,26352461824.0
DPZ,DOMINO S PIZZA INC,25754A201,sp500_row_504.csv,13506205696.0
DRH,DIAMONDROCK HOSPITALITY CO,252784301,sp600_row_341.csv,1897666688.0
DRI,DARDEN RESTAURANTS INC,237194105,sp500_row_504.csv,23538415616.0
DT,Dynatrace Inc.,268150109,sp400_row_400.csv,11574133760.0
DTE,DTE ENERGY COMPANY,233331107,sp500_row_504.csv,31081209856.0
DTM,DT Midstream Inc.,23345M107,sp400_row_400.csv,13994840064.0
DUK,DUKE ENERGY CORP,26441C204,"dow_row_179.csv, sp500_row_504.csv",103546871808.0
DUOL,Duolingo Inc. Class A,26603R106,sp400_row_400.csv,4619439104.0
DV,DOUBLEVERIFY HOLDINGS INC,25862V105,sp600_row_341.csv,1653897216.0
DVA,DAVITA INC,23918K108,sp500_row_504.csv,10075481088.0
DVN,DEVON ENERGY CORP,25179M103,sp500_row_504.csv,28687224832.0
DXCM,DEXCOM INC,252131107,sp500_row_504.csv,25054644224.0
DXPE,DXP ENTERPRISES INC,233377407,sp600_row_341.csv,2045520384.0
DY,Dycom Industries Inc.,267475101,sp400_row_400.csv,10405483520.0
EA,ELECTRONIC ARTS INC,285512109,sp500_row_504.csv,49860550656.0
EAT,BRINKER INTERNATIONAL INC,109641100,sp600_row_341.csv,6398983680.0
EBAY,EBAY INC,278642103,"dow_row_179.csv, sp500_row_504.csv",41285677056.0
ECG,EVERUS CONSTRUCTION GROUP,300426103,sp600_row_341.csv,5743356416.0
ECL,ECOLAB INC,278865100,sp500_row_504.csv,77657546752.0
ED,CONSOLIDATED EDISON INC,209115104,sp500_row_504.csv,41506451456.0
EEFT,Euronet Worldwide Inc.,298736109,sp400_row_400.csv,2990638080.0
EFC,ELLINGTON FINANCIAL INC,28852N109,sp600_row_341.csv,1470858496.0
EFX,EQUIFAX INC,294429105,sp500_row_504.csv,22554773504.0
EG,EVEREST GROUP LTD,G3223R108,sp500_row_504.csv,12939388928.0
EGP,EastGroup Properties Inc.,277276101,sp400_row_400.csv,10008768512.0
EHC,Encompass Health Corporation,29261A100,sp400_row_400.csv,10098826240.0
EIX,EDISON INTERNATIONAL,281020107,sp500_row_504.csv,27601053696.0
EL,ESTEE LAUDER COMPANIES CL A,518439104,sp500_row_504.csv,31788570624.0
ELAN,Elanco Animal Health Inc.,28414H103,sp400_row_400.csv,11405035520.0
ELF,e.l.f. Beauty Inc.,26856L103,sp400_row_400.csv,4377935360.0
ELS,Equity LifeStyle Properties Inc.,29472R108,sp400_row_400.csv,13603545088.0
ELV,ELEVANCE HEALTH INC,036752103,sp500_row_504.csv,64364105728.0
EME,EMCOR GROUP INC,29084Q100,sp500_row_504.csv,31779733504.0
EMR,EMERSON ELECTRIC CO,291011104,sp500_row_504.csv,74358833152.0
ENS,EnerSys,29275Y102,sp400_row_400.csv,5942370816.0
ENSG,Ensign Group Inc.,29358P101,sp400_row_400.csv,12186831872.0
ENTG,Entegris Inc.,29362U104,sp400_row_400.csv,16447731712.0
ENVA,ENOVA INTERNATIONAL INC,29357K103,sp600_row_341.csv,3354134016.0
EOG,EOG RESOURCES INC,26875P101,sp500_row_504.csv,72491155456.0
EPAC,ENERPAC TOOL GROUP CORP,292765104,sp600_row_341.csv,1900447872.0
EPAM,EPAM SYSTEMS INC,29414B104,sp500_row_504.csv,7575972864.0
EPR,EPR Properties,26884U109,sp400_row_400.csv,4286650880.0
EPRT,ESSENTIAL PROPERTIES REALTY,29670E107,sp600_row_341.csv,6931684352.0
EQH,Equitable Holdings Inc.,29452E101,sp400_row_400.csv,10664722432.0
EQIX,EQUINIX INC,29444U700,sp500_row_504.csv,95297454080.0
EQR,EQUITY RESIDENTIAL,29476L107,sp500_row_504.csv,23524392960.0
EQT,EQT CORP,26884L109,sp500_row_504.csv,40184516608.0
ERIE,ERIE INDEMNITY COMPANY CL A,29530P102,sp500_row_504.csv,12910891008.0
ES,EVERSOURCE ENERGY,30040W108,sp500_row_504.csv,27448801280.0
ESAB,ESAB Corporation,29605J106,sp400_row_400.csv,6069244928.0
ESE,ESCO TECHNOLOGIES INC,296315104,sp600_row_341.csv,6831820288.0
ESI,ELEMENT SOLUTIONS INC,28618M106,sp600_row_341.csv,7548494848.0
ESNT,Essent Group Ltd.,G3198U102,sp400_row_400.csv,5615276032.0
ESS,ESSEX PROPERTY TRUST INC,297178105,sp500_row_504.csv,17281529856.0
ETN,EATON CORP PLC,G29183103,sp500_row_504.csv,137859661824.0
ETR,ENTERGY CORP,29364G103,sp500_row_504.csv,47826665472.0
ETSY,ETSY INC,29786A106,sp600_row_341.csv,5134686720.0
EVR,Evercore Inc. Class A,29977A105,sp400_row_400.csv,10623764480.0
EVRG,EVERGY INC,30034W106,sp500_row_504.csv,19028166656.0
EVTC,EVERTEC INC,30040P103,sp600_row_341.csv,1877285888.0
EW,EDWARDS LIFESCIENCES CORP,28176E108,sp500_row_504.csv,47515246592.0
EWBC,East West Bancorp Inc.,27579R104,sp400_row_400.csv,14380192768.0
EXC,EXELON CORP,30161N101,sp500_row_504.csv,50960510976.0
EXE,EXPAND ENERGY CORP,165167735,sp500_row_504.csv,25727420416.0
EXEL,Exelixis Inc.,30161Q104,sp400_row_400.csv,11056946176.0
EXLS,ExlService Holdings Inc.,302081104,sp400_row_400.csv,4703894016.0
EXP,Eagle Materials Inc.,26969P108,sp400_row_400.csv,5978951168.0
EXPD,EXPEDITORS INTL WASH INC,302130109,sp500_row_504.csv,19104684032.0
EXPE,EXPEDIA GROUP INC,30212P303,sp500_row_504.csv,27983288320.0
EXPO,Exponent Inc.,30214U102,sp400_row_400.csv,3360902400.0
EXR,EXTRA SPACE STORAGE INC,30225T102,sp500_row_504.csv,31326943232.0
EXTR,EXTREME NETWORKS INC,30226D106,sp600_row_341.csv,1945565568.0
EYE,NATIONAL VISION HOLDINGS INC,63845R107,sp600_row_341.csv,2087609216.0
EZPW,EZCORP INC CL A,302301106,sp600_row_341.csv,1596107264.0
F,FORD MOTOR CO,345370860,sp500_row_504.csv,46557175808.0
FAF,First American Financial Corporation,31847R102,sp400_row_400.csv,6690754560.0
FANG,DIAMONDBACK ENERGY INC,25278X109,sp500_row_504.csv,51888930816.0
FAST,FASTENAL CO,311900104,sp500_row_504.csv,52203016192.0
FBIN,Fortune Brands Innovations Inc.,34964C106,sp400_row_400.csv,5185171456.0
FBK,FB FINANCIAL CORP,30257X104,sp600_row_341.csv,2735674880.0
FBNC,FIRST BANCORP/NC,318910106,sp600_row_341.csv,2206175488.0
FBP,FIRST BANCORP PUERTO RICO,318672706,sp600_row_341.csv,3245603840.0
FCFS,FirstCash Holdings Inc.,33768G107,sp400_row_400.csv,8520980992.0
FCN,FTI Consulting Inc.,302941109,sp400_row_400.csv,5019831808.0
FCPT,FOUR CORNERS PROPERTY TRUST,35086T109,sp600_row_341.csv,2813862656.0
FCX,FREEPORT MCMORAN INC,35671D857,sp500_row_504.csv,81029431296.0
FDS,FACTSET RESEARCH SYSTEMS INC,303075105,sp500_row_504.csv,7695409664.0
FDX,FEDEX CORP,31428X106,"dow_row_179.csv, sp500_row_504.csv",82980814848.0
FE,FIRSTENERGY CORP,337932107,sp500_row_504.csv,29567045632.0
FELE,FRANKLIN ELECTRIC CO INC,353514102,sp600_row_341.csv,4046438912.0
FFIN,First Financial Bankshares Inc,32020R109,sp400_row_400.csv,4233837568.0
FFIV,F5 INC,315616102,sp500_row_504.csv,16436017152.0
FHI,Federated Hermes Inc. Class B,314211103,sp400_row_400.csv,4419396096.0
FHN,First Horizon Corporation,320517105,sp400_row_400.csv,10704648192.0
FICO,FAIR ISAAC CORP,303250104,sp500_row_504.csv,26834952192.0
FIS,FIDELITY NATIONAL INFO SERV,31620M106,sp500_row_504.csv,25737183232.0
FISV,FISERV INC,337738108,sp500_row_504.csv,30517716992.0
FITB,FIFTH THIRD BANCORP,316773100,sp500_row_504.csv,39138947072.0
FIVE,Five Below Inc.,33829M101,sp400_row_400.csv,11602844672.0
FIX,COMFORT SYSTEMS USA INC,199908104,sp500_row_504.csv,48158203904.0
FIZZ,NATIONAL BEVERAGE CORP,635017106,sp600_row_341.csv,3345475072.0
FLEX,Flex Ltd,Y2573F102,sp400_row_400.csv,23461347328.0
FLG,Flagstar Bank National Association,649445400,sp400_row_400.csv,5075115520.0
FLO,Flowers Foods Inc.,343498101,sp400_row_400.csv,1859562496.0
FLR,Fluor Corporation,343412102,sp400_row_400.csv,6305212416.0
FLS,Flowserve Corporation,34354P105,sp400_row_400.csv,9454170112.0
FN,Fabrinet,G3323L100,sp400_row_400.csv,17990275072.0
FNB,F.N.B. Corporation,302520101,sp400_row_400.csv,5661042176.0
FND,Floor & Decor Holdings Inc. Class A,339750101,sp400_row_400.csv,6148892672.0
FNF,Fidelity National Financial Inc. - FNF Group,31620R303,sp400_row_400.csv,12898014208.0
FORM,FORMFACTOR INC,346375108,sp600_row_341.csv,7006381568.0
FOUR,Shift4 Payments Inc. Class A,82452J109,sp400_row_400.csv,4426750976.0
FOX,FOX CORP   CLASS B,35137L204,sp500_row_504.csv,24290408448.0
FOXA,FOX CORP   CLASS A,35137L105,sp500_row_504.csv,24413478912.0
FR,First Industrial Realty Trust Inc.,32054K103,sp400_row_400.csv,8211433984.0
FRPT,FRESHPET INC,358039105,sp600_row_341.csv,3757779712.0
FRT,FEDERAL REALTY INVS TRUST,313745101,sp500_row_504.csv,9070279680.0
FSLR,FIRST SOLAR INC,336433107,sp500_row_504.csv,21040467968.0
FSS,FEDERAL SIGNAL CORP,313855108,sp600_row_341.csv,6418828800.0
FTDR,FRONTDOOR INC,35905A109,sp600_row_341.csv,4557554176.0
FTI,TechnipFMC plc,G87110105,sp400_row_400.csv,25496901632.0
FTNT,FORTINET INC,34959E109,sp500_row_504.csv,62050000896.0
FTV,FORTIVE CORP,34959J108,sp500_row_504.csv,17236785152.0
FUN,SIX FLAGS ENTERTAINMENT CORP,83001C108,sp600_row_341.csv,1628901376.0
G,GENERALI,405671009,dow_row_179.csv,6603472384.0
GAP,Gap Inc.,364760108,sp400_row_400.csv,8643461120.0
GATX,GATX Corporation,361448103,sp400_row_400.csv,5981749760.0
GBCI,Glacier Bancorp Inc.,37637Q105,sp400_row_400.csv,5652882944.0
GD,GENERAL DYNAMICS CORP,369550108,sp500_row_504.csv,95047401472.0
GDDY,GODADDY INC   CLASS A,380237107,sp500_row_504.csv,10976200704.0
GE,GENERAL ELECTRIC,369604301,"dow_row_179.csv, sp500_row_504.csv",316117188608.0
GEF,Greif Inc Class A,397624107,sp400_row_400.csv,3846516224.0
GEHC,GE HEALTHCARE TECHNOLOGY,36266G107,sp500_row_504.csv,32253409280.0
GEN,GEN DIGITAL INC,668771108,sp500_row_504.csv,12753688576.0
GEV,GE VERNOVA INC,36828A101,sp500_row_504.csv,218418397184.0
GFF,GRIFFON CORP,398433102,sp600_row_341.csv,3298736896.0
GGG,Graco Inc.,384109104,sp400_row_400.csv,14526880768.0
GHC,Graham Holdings Co. Class B,384637104,sp400_row_400.csv,4609162752.0
GILD,GILEAD SCIENCES INC,375558103,"dow_row_179.csv, sp500_row_504.csv",179993575424.0
GIS,GENERAL MILLS INC,370334104,sp500_row_504.csv,21012463616.0
GKOS,GLAUKOS CORP,377322102,sp600_row_341.csv,5634806272.0
GL,GLOBE LIFE INC,37959E102,sp500_row_504.csv,11022219264.0
GLPI,Gaming and Leisure Properties Inc.,36467J108,sp400_row_400.csv,13475696640.0
GLW,CORNING INC,219350105,sp500_row_504.csv,110778253312.0
GM,GENERAL MOTORS CO,37045V100,sp500_row_504.csv,67529830400.0
GME,GameStop Corp. Class A,36467W109,sp400_row_400.csv,10541663232.0
GMED,Globus Medical Inc Class A,379577208,sp400_row_400.csv,11465401344.0
GNRC,GENERAC HOLDINGS INC,368736104,sp500_row_504.csv,11767916544.0
GNTX,Gentex Corporation,371901109,sp400_row_400.csv,4591232512.0
GOGO,GOGO INC,38046C109,sp600_row_341.csv,580478976.0
GOLF,ACUSHNET HOLDINGS CORP,005098108,sp600_row_341.csv,5456676352.0
GOOG,ALPHABET INC CL C,02079K107,"dow_row_179.csv, sp500_row_504.csv",3646761730048.0
GOOGL,ALPHABET INC CL A,02079K305,"dow_row_179.csv, sp500_row_504.csv",3656681259008.0
GPC,GENUINE PARTS CO,372460105,sp500_row_504.csv,14710771712.0
GPK,Graphic Packaging Holding Company,388689101,sp400_row_400.csv,2877558784.0
GPN,GLOBAL PAYMENTS INC,37940X102,sp500_row_504.csv,19220822016.0
GRBK,GREEN BRICK PARTNERS INC,392709101,sp600_row_341.csv,2832602624.0
GRMN,GARMIN LTD,H2906T109,sp500_row_504.csv,44948123648.0
GS,GOLDMAN SACHS GROUP INC,38141G104,"dow_row_179.csv, dow_row_31.csv, sp500_row_504.csv",234607083520.0
GSHD,GOOSEHEAD INSURANCE INC  A,38267D109,sp600_row_341.csv,1627411456.0
GSK,GSK PLC,BN7SWP901,dow_row_179.csv,106946748416.0
GT,Goodyear Tire & Rubber Company,382550101,sp400_row_400.csv,1940754944.0
GTES,GATES INDUSTRIAL CORP PLC,G39108108,sp600_row_341.csv,5875878912.0
GTLS,Chart Industries Inc.,16115Q308,sp400_row_400.csv,9898604544.0
GTM,ZoomInfo Technologies Inc,98980F104,sp400_row_400.csv,1779867776.0
GTY,GETTY REALTY CORP,374297109,sp600_row_341.csv,1984712576.0
GVA,GRANITE CONSTRUCTION INC,387328107,sp600_row_341.csv,5269841408.0
GWRE,Guidewire Software Inc.,40171V100,sp400_row_400.csv,13651529728.0
GWW,WW GRAINGER INC,384802104,sp500_row_504.csv,51065131008.0
GXO,GXO Logistics Inc,36262G101,sp400_row_400.csv,6023609856.0
H,Hyatt Hotels Corporation Class A,448579102,sp400_row_400.csv,13159360512.0
HAE,Haemonetics Corporation,405024100,sp400_row_400.csv,2804835584.0
HAL,HALLIBURTON CO,406216101,sp500_row_504.csv,28354400256.0
HALO,Halozyme Therapeutics Inc.,40637H109,sp400_row_400.csv,7512962048.0
HAS,HASBRO INC,418056107,sp500_row_504.csv,13140049920.0
HASI,HA SUSTAINABLE INFRASTRUCTUR,41068X100,sp600_row_341.csv,4539015680.0
HAYW,HAYWARD HOLDINGS INC,421298100,sp600_row_341.csv,3095209216.0
HBAN,HUNTINGTON BANCSHARES INC,446150104,sp500_row_504.csv,30873141248.0
HCA,HCA HEALTHCARE INC,40412C101,sp500_row_504.csv,119183925248.0
HCC,WARRIOR MET COAL INC,93627C101,sp600_row_341.csv,4474771968.0
HCI,HCI GROUP INC,40416E103,sp600_row_341.csv,2174723328.0
HCSG,HEALTHCARE SERVICES GROUP,421906108,sp600_row_341.csv,1376700800.0
HD,HOME DEPOT INC,437076102,"dow_row_179.csv, dow_row_31.csv, sp500_row_504.csv",337508270080.0
HGV,Hilton Grand Vacations Inc.,43283X105,sp400_row_400.csv,3497001728.0
HIG,HARTFORD INSURANCE GROUP INC,416515104,sp500_row_504.csv,37074214912.0
HII,HUNTINGTON INGALLS INDUSTRIE,446413106,sp500_row_504.csv,16313577472.0
HIMS,Hims & Hers Health Inc. Class A,433000106,sp400_row_400.csv,5646043136.0
HL,Hecla Mining Company,422704106,sp400_row_400.csv,13145560064.0
HLI,Houlihan Lokey Inc. Class A,441593100,sp400_row_400.csv,9729586176.0
HLNE,Hamilton Lane Incorporated Class A,407497106,sp400_row_400.csv,5404591616.0
HLT,HILTON WORLDWIDE HOLDINGS IN,43300A203,sp500_row_504.csv,67766468608.0
HMN,HORACE MANN EDUCATORS,440327104,sp600_row_341.csv,1724635776.0
HOG,Harley-Davidson Inc.,412822108,sp400_row_400.csv,2082840960.0
HOLX,HOLOGIC INC,436440101,sp500_row_504.csv,16770158592.0
HOMB,Home BancShares Inc.,436893200,sp400_row_400.csv,5173445120.0
HON,HONEYWELL INTERNATIONAL INC,438516106,"dow_row_179.csv, dow_row_31.csv, sp500_row_504.csv",149065957376.0
HOOD,ROBINHOOD MARKETS INC   A,770700102,sp500_row_504.csv,66073632768.0
HP,HELMERICH + PAYNE,423452101,sp600_row_341.csv,3624398848.0
HPE,HEWLETT PACKARD ENTERPRISE,42824C109,sp500_row_504.csv,28799223808.0
HPQ,HP INC,40434L105,"dow_row_179.csv, sp500_row_504.csv",17377447936.0
HQY,HealthEquity Inc,42226A107,sp400_row_400.csv,6728647168.0
HR,Healthcare Realty Trust Incorporated Class A,42226K105,sp400_row_400.csv,6398770688.0
HRB,H&R Block Inc.,093671105,sp400_row_400.csv,3867439616.0
HRL,HORMEL FOODS CORP,440452100,sp500_row_504.csv,12458434560.0
HRMY,HARMONY BIOSCIENCES HOLDINGS,413197104,sp600_row_341.csv,1596979456.0
HSIC,HENRY SCHEIN INC,806407102,sp500_row_504.csv,8896463872.0
HST,HOST HOTELS + RESORTS INC,44107P104,sp500_row_504.csv,12895716352.0
HSTM,HEALTHSTREAM INC,42222N103,sp600_row_341.csv,602263168.0
HSY,HERSHEY CO/THE,427866108,sp500_row_504.csv,44022620160.0
HTZ,HERTZ GLOBAL HLDGS INC,42806J700,sp600_row_341.csv,1215083008.0
HUBB,HUBBELL INC,443510607,sp500_row_504.csv,24846669824.0
HUM,HUMANA INC,444859102,sp500_row_504.csv,19950190592.0
HWC,Hancock Whitney Corporation,410120109,sp400_row_400.csv,5055752704.0
HWKN,HAWKINS INC,420261109,sp600_row_341.csv,2923784704.0
HWM,HOWMET AEROSPACE INC,443201108,"dow_row_179.csv, sp500_row_504.csv",95291875328.0
HXL,Hexcel Corporation,428291108,sp400_row_400.csv,6296028160.0
IBKR,INTERACTIVE BROKERS GRO CL A,45841N107,sp500_row_504.csv,112523886592.0
IBM,INTL BUSINESS MACHINES CORP,459200101,"dow_row_179.csv, dow_row_31.csv, sp500_row_504.csv",231111393280.0
IBOC,International Bancshares Corporation,459044103,sp400_row_400.csv,4195752704.0
IBP,INSTALLED BUILDING PRODUCTS,45780R101,sp600_row_341.csv,7679614976.0
ICE,INTERCONTINENTAL EXCHANGE IN,45866F104,sp500_row_504.csv,90772422656.0
ICUI,ICU MEDICAL INC,44930G107,sp600_row_341.csv,3107271168.0
IDA,IDACORP Inc.,451107106,sp400_row_400.csv,7817073152.0
IDCC,INTERDIGITAL INC,45867G101,sp600_row_341.csv,9244096512.0
IDXX,IDEXX LABORATORIES INC,45168D104,sp500_row_504.csv,45820289024.0
IEX,IDEX CORP,45167R104,sp500_row_504.csv,14085167104.0
IFF,INTL FLAVORS + FRAGRANCES,459506101,sp500_row_504.csv,17826869248.0
ILMN,Illumina Inc.,452327109,sp400_row_400.csv,18185926656.0
INCY,INCYTE CORP,45337C102,sp500_row_504.csv,18416799744.0
INDB,INDEPENDENT BANK CORP/MA,453836108,sp600_row_341.csv,3705404672.0
INDV,INDIVIOR PHARMACEUTICALS INC,45579U109,sp600_row_341.csv,3890779648.0
INFY,INFOSYS LTD SP ADR,456788108,dow_row_179.csv,54478417920.0
INGR,Ingredion Incorporated,457187102,sp400_row_400.csv,7136340480.0
INSP,INSPIRE MEDICAL SYSTEMS INC,457730109,sp600_row_341.csv,1703288192.0
INSW,INTERNATIONAL SEAWAYS INC,Y41053102,sp600_row_341.csv,3257769728.0
INTC,INTEL CORP,458140100,"dow_row_179.csv, sp500_row_504.csv",228629315584.0
INTU,INTUIT INC,461202103,"dow_row_179.csv, sp500_row_504.csv",122429464576.0
INVA,INNOVIVA INC,45781M101,sp600_row_341.csv,1647162496.0
INVH,INVITATION HOMES INC,46187W107,sp500_row_504.csv,15319385088.0
INVX,INNOVEX INTERNATIONAL INC,457651107,sp600_row_341.csv,1659241344.0
IP,INTERNATIONAL PAPER CO,460146103,sp500_row_504.csv,19722735616.0
IPAR,INTERPARFUMS INC,458334109,sp600_row_341.csv,2933835776.0
IPGP,IPG Photonics Corporation,44980X109,sp400_row_400.csv,4681130496.0
IQV,IQVIA HOLDINGS INC,46266C105,sp500_row_504.csv,27952984064.0
IR,INGERSOLL RAND INC,45687V106,sp500_row_504.csv,32450416640.0
IRDM,IRIDIUM COMMUNICATIONS INC,46269C102,sp600_row_341.csv,2609225216.0
IRM,IRON MOUNTAIN INC,46284V101,sp500_row_504.csv,31607031808.0
IRT,Independence Realty Trust Inc.,45378A106,sp400_row_400.csv,3874313728.0
ISRG,INTUITIVE SURGICAL INC,46120E602,sp500_row_504.csv,167678296064.0
IT,GARTNER INC,366651107,sp500_row_504.csv,12018143232.0
ITRI,ITRON INC,465741106,sp600_row_341.csv,3950180608.0
ITT,ITT Inc.,45073V108,sp400_row_400.csv,16154872832.0
ITW,ILLINOIS TOOL WORKS,452308109,sp500_row_504.csv,76946513920.0
IVZ,INVESCO LTD,G491BT108,sp500_row_504.csv,10204496896.0
J,JACOBS SOLUTIONS INC,46982L108,sp500_row_504.csv,15122388992.0
JAZZ,Jazz Pharmaceuticals Public Limited Company,G50871105,sp400_row_400.csv,10991600640.0
JBGS,JBG SMITH PROPERTIES,46590V100,sp600_row_341.csv,882403072.0
JBHT,HUNT (JB) TRANSPRT SVCS INC,445658107,sp500_row_504.csv,19067473920.0
JBL,JABIL INC,466313103,sp500_row_504.csv,26775175168.0
JBTM,JBT MAREL CORP,477839104,sp600_row_341.csv,6738972672.0
JCI,JOHNSON CONTROLS INTERNATION,G51502105,sp500_row_504.csv,79666536448.0
JEF,Jefferies Financial Group Inc.,47233W109,sp400_row_400.csv,7510112256.0
JHG,Janus Henderson Group PLC,G4474Y214,sp400_row_400.csv,7723810816.0
JKHY,JACK HENRY + ASSOCIATES INC,426281101,sp500_row_504.csv,12215089152.0
JLL,Jones Lang LaSalle Incorporated,48020Q107,sp400_row_400.csv,14124881920.0
JNJ,JOHNSON + JOHNSON,478160104,"dow_row_179.csv, dow_row_31.csv, sp500_row_504.csv",582038847488.0
JOE,ST JOE CO/THE,790148100,sp600_row_341.csv,4069834752.0
JPM,JPMORGAN CHASE + CO,46625H100,"dow_row_179.csv, dow_row_31.csv, sp500_row_504.csv",764446900224.0
KAI,KADANT INC,48282T104,sp600_row_341.csv,3579736832.0
KBH,KB Home,48666K109,sp400_row_400.csv,3429290240.0
KBR,KBR Inc.,48242W106,sp400_row_400.csv,4654170112.0
KD,Kyndryl Holdings Incorporation,50155Q100,sp400_row_400.csv,2833090048.0
KDP,KEURIG DR PEPPER INC,49271V100,sp500_row_504.csv,37241036800.0
KEX,Kirby Corporation,497266106,sp400_row_400.csv,6772290048.0
KEY,KEYCORP,493267108,sp500_row_504.csv,20594337792.0
KEYS,KEYSIGHT TECHNOLOGIES IN,49338L103,sp500_row_504.csv,48066203648.0
KGS,KODIAK GAS SERVICES INC,50012A108,sp600_row_341.csv,4654120960.0
KHC,KRAFT HEINZ CO/THE,500754106,sp500_row_504.csv,26728955904.0
KIM,KIMCO REALTY CORP,49446R109,sp500_row_504.csv,15514515456.0
KKR,KKR + CO INC,48251W104,sp500_row_504.csv,79581446144.0
KLAC,KLA CORP,482480100,sp500_row_504.csv,186398425088.0
KMB,KIMBERLY CLARK CORP,494368103,sp500_row_504.csv,32807204864.0
KMI,KINDER MORGAN INC,49456B101,sp500_row_504.csv,74286284800.0
KMPR,Kemper Corp,488401100,sp400_row_400.csv,1744997504.0
KN,KNOWLES CORP,49926D109,sp600_row_341.csv,2107509248.0
KNF,Knife River Corporation,498894104,sp400_row_400.csv,4446437376.0
KNSL,Kinsale Capital Group Inc.,49714P108,sp400_row_400.csv,8433689600.0
KNTK,KINETIK HOLDINGS INC,02215L209,sp600_row_341.csv,2896248576.0
KNX,Knight-Swift Transportation Holdings Inc. Class A,499049104,sp400_row_400.csv,8430264832.0
KO,COCA COLA CO/THE,191216100,"dow_row_179.csv, dow_row_31.csv, sp500_row_504.csv",332686426112.0
KR,KROGER CO,501044101,sp500_row_504.csv,46418399232.0
KRC,Kilroy Realty Corporation,49427F108,sp400_row_400.csv,3410128384.0
KRG,Kite Realty Group Trust,49803T300,sp400_row_400.csv,5564878848.0
KRYS,KRYSTAL BIOTECH INC,501147102,sp600_row_341.csv,7227950592.0
KTB,KONTOOR BRANDS INC,50050N103,sp600_row_341.csv,3752012800.0
KTOS,Kratos Defense & Security Solutions Inc.,50077B207,sp400_row_400.csv,16346903552.0
KVUE,KENVUE INC,49177J102,sp500_row_504.csv,33523642368.0
L,LOEWS CORP,540424108,sp500_row_504.csv,22323365888.0
LAD,Lithia Motors Inc.,536797103,sp400_row_400.csv,5953589760.0
LAMR,Lamar Advertising Company Class A,512816109,sp400_row_400.csv,13592489984.0
LDOS,LEIDOS HOLDINGS INC,525327102,sp500_row_504.csv,22228901888.0
LEA,Lear Corporation,521865204,sp400_row_400.csv,5921499136.0
LECO,Lincoln Electric Holdings Inc.,533900106,sp400_row_400.csv,14164447232.0
LEN,LENNAR CORP W/D,526057104,sp500_row_504.csv,23514107904.0
LFUS,Littelfuse Inc.,537008104,sp400_row_400.csv,8189620224.0
LGND,LIGAND PHARMACEUTICALS,53220K504,sp600_row_341.csv,4046256896.0
LH,LABCORP HOLDINGS INC,504922105,sp500_row_504.csv,21869019136.0
LHX,L3HARRIS TECHNOLOGIES INC,502431109,sp500_row_504.csv,67144486912.0
LII,LENNOX INTERNATIONAL INC,526107107,sp500_row_504.csv,16868605952.0
LIN,LINDE PLC,G54950103,"dow_row_179.csv, sp500_row_504.csv",228879646720.0
LITE,Lumentum Holdings Inc.,55024U109,sp400_row_400.csv,44446498816.0
LIVN,LivaNova Plc,G5509L101,sp400_row_400.csv,3197170176.0
LKFN,LAKELAND FINANCIAL CORP,511656100,sp600_row_341.csv,1447479168.0
LLY,ELI LILLY + CO,532457108,"dow_row_179.csv, sp500_row_504.csv",881665114112.0
LMAT,LEMAITRE VASCULAR INC,525558201,sp600_row_341.csv,2461430016.0
LMT,LOCKHEED MARTIN CORP,539830109,sp500_row_504.csv,149482979328.0
LNT,ALLIANT ENERGY CORP,018802108,sp500_row_504.csv,18717282304.0
